layer,metric,attack,rho,pval,n,family,q_per_attack,q_per_family,q_global,sig_per_attack,sig_per_family,sig_global
15,Batch_Cov_Trace,MIA_Ref,-0.1000,0.7699,11,auss,0.9821,0.9434,0.9786,,,
15,Batch_Cov_Trace,MIA_Hidden,-0.1273,0.7092,11,auss,0.9958,0.9939,0.9786,,,
15,Batch_Cov_Trace,SPV_MIA,0.5616,0.0722,11,auss,0.1229,0.1145,0.3567,,,
15,Batch_Cov_TopEig,Steering,-0.0500,0.8595,15,auss,0.9873,0.9577,0.9897,,,
15,Batch_Cov_TopEig,ICL,-0.6584,0.0076,15,auss,0.0250,0.0156,0.0993,*,*,
15,Batch_Cov_TopEig,GCG,-0.2136,0.4446,15,auss,0.8939,0.9546,0.9077,,,
15,Batch_Cov_TopEig,MIA,-0.0893,0.7517,15,auss,0.9988,1.0000,0.9786,,,
15,Batch_Cov_TopEig,MIA_MinK,-0.1273,0.7092,11,auss,0.9822,0.9762,0.9786,,,
15,Batch_Cov_TopEig,MIA_Ref,-0.4273,0.1899,11,auss,0.9785,0.9390,0.6215,,,
15,Batch_Cov_TopEig,MIA_Hidden,-0.2545,0.4500,11,auss,0.9958,0.9939,0.9101,,,
15,Batch_Cov_TopEig,SPV_MIA,0.5069,0.1116,11,auss,0.1733,0.1567,0.4614,,,
15,Reg_S_alpha_2,Steering,0.2857,0.3440,13,entropy,0.9873,0.9858,0.8237,,,
15,Reg_S_alpha_2,ICL,-0.2483,0.4133,13,entropy,0.4850,0.5483,0.8797,,,
15,Reg_S_alpha_2,GCG,0.0766,0.8037,13,entropy,0.9451,0.9106,0.9786,,,
15,Reg_S_alpha_2,MIA,0.2637,0.3839,13,entropy,0.9988,0.7292,0.8563,,,
15,Reg_S_alpha_2,MIA_MinK,-0.2000,0.6059,9,entropy,0.9822,0.9120,0.9731,,,
15,Reg_S_alpha_2,MIA_Ref,0.1000,0.7980,9,entropy,0.9821,0.9885,0.9786,,,
15,Reg_S_alpha_2,MIA_Hidden,0.5333,0.1392,9,entropy,0.8354,0.4901,0.5195,,,
15,Reg_S_alpha_2,SPV_MIA,-0.1000,0.7980,9,entropy,0.8229,0.8134,0.9786,,,
15,Reg_MeanCos,Steering,-0.0714,0.8166,13,entropy,0.9873,0.9858,0.9786,,,
15,Reg_MeanCos,ICL,0.3753,0.2063,13,entropy,0.2657,0.3302,0.6603,,,
15,Reg_MeanCos,GCG,0.2616,0.3880,13,entropy,0.7941,0.7265,0.8603,,,
15,Reg_MeanCos,MIA,-0.3736,0.2086,13,entropy,0.9988,0.7011,0.6649,,,
15,Reg_MeanCos,MIA_MinK,0.3333,0.3807,9,entropy,0.9822,0.9120,0.8545,,,
15,Reg_MeanCos,MIA_Ref,-0.2500,0.5165,9,entropy,0.9785,0.9885,0.9373,,,
15,Reg_MeanCos,MIA_Hidden,-0.6333,0.0671,9,entropy,0.6683,0.3850,0.3406,,,
15,Reg_MeanCos,SPV_MIA,-0.2167,0.5755,9,entropy,0.6620,0.6938,0.9586,,,
15,Reg_MeanL2,Steering,-0.2418,0.4262,13,entropy,0.9873,0.9858,0.8883,,,
15,Reg_MeanL2,ICL,0.2822,0.3502,13,entropy,0.4203,0.4841,0.8276,,,
15,Reg_MeanL2,GCG,-0.0447,0.8848,13,entropy,0.9633,0.9613,0.9907,,,
15,Reg_MeanL2,MIA,-0.0824,0.7890,13,entropy,0.9988,0.9252,0.9786,,,
15,Reg_MeanL2,MIA_MinK,0.7500,0.0199,9,entropy,0.6582,0.4876,0.1709,,,
15,Reg_MeanL2,MIA_Ref,0.3833,0.3085,9,entropy,0.9785,0.9794,0.8031,,,
15,Reg_MeanL2,MIA_Hidden,-0.6000,0.0876,9,entropy,0.6972,0.4131,0.3993,,,
15,Reg_MeanL2,SPV_MIA,0.4000,0.2861,9,entropy,0.3676,0.4105,0.7717,,,
15,AnonDiff_S_alpha_2,Steering,-0.0055,0.9858,13,entropy,0.9877,0.9858,0.9974,,,
15,AnonDiff_S_alpha_2,ICL,-0.6067,0.0279,13,entropy,0.0540,0.0933,0.2072,,,
15,AnonDiff_S_alpha_2,GCG,-0.4849,0.0931,13,entropy,0.3140,0.2615,0.4082,,,
15,AnonDiff_S_alpha_2,MIA,0.1703,0.5780,13,entropy,0.9988,0.8073,0.9612,,,
15,AnonDiff_S_alpha_2,MIA_MinK,-0.3000,0.4328,9,entropy,0.9822,0.9120,0.8883,,,
15,AnonDiff_S_alpha_2,MIA_Ref,-0.1000,0.7980,9,entropy,0.9821,0.9885,0.9786,,,
15,AnonDiff_S_alpha_2,MIA_Hidden,0.1833,0.6368,9,entropy,0.9958,0.9847,0.9786,,,
15,AnonDiff_S_alpha_2,SPV_MIA,0.8333,0.0053,9,entropy,0.0282,0.0236,0.0809,*,*,
15,AnonDiff_MeanCos,Steering,0.1868,0.5411,13,entropy,0.9873,0.9858,0.9514,,,
15,AnonDiff_MeanCos,ICL,0.7563,0.0028,13,entropy,0.0121,0.0305,0.0538,*,*,
15,AnonDiff_MeanCos,GCG,0.5072,0.0769,13,entropy,0.3007,0.2615,0.3567,,,
15,AnonDiff_MeanCos,MIA,-0.3846,0.1944,13,entropy,0.9988,0.7011,0.6317,,,
15,AnonDiff_MeanCos,MIA_MinK,0.1000,0.7980,9,entropy,0.9822,0.9120,0.9786,,,
15,AnonDiff_MeanCos,MIA_Ref,0.1000,0.7980,9,entropy,0.9821,0.9885,0.9786,,,
15,AnonDiff_MeanCos,MIA_Hidden,0.0833,0.8312,9,entropy,0.9958,0.9847,0.9786,,,
15,AnonDiff_MeanCos,SPV_MIA,-0.8333,0.0053,9,entropy,0.0282,0.0236,0.0809,*,*,
15,AnonDiff_MeanL2,Steering,-0.0714,0.8166,13,entropy,0.9873,0.9858,0.9786,,,
15,AnonDiff_MeanL2,ICL,0.2878,0.3403,13,entropy,0.4130,0.4830,0.8195,,,
15,AnonDiff_MeanL2,GCG,0.1308,0.6702,13,entropy,0.9451,0.8674,0.9786,,,
15,AnonDiff_MeanL2,MIA,-0.4011,0.1744,13,entropy,0.9988,0.7011,0.5882,,,
15,AnonDiff_MeanL2,MIA_MinK,0.3333,0.3807,9,entropy,0.9822,0.9120,0.8545,,,
15,AnonDiff_MeanL2,MIA_Ref,-0.2500,0.5165,9,entropy,0.9785,0.9885,0.9373,,,
15,AnonDiff_MeanL2,MIA_Hidden,-0.6333,0.0671,9,entropy,0.6683,0.3850,0.3406,,,
15,AnonDiff_MeanL2,SPV_MIA,-0.2167,0.5755,9,entropy,0.6620,0.6938,0.9586,,,
15,NormAnonDiff_S_alpha_2,Steering,-0.0989,0.7479,13,entropy,0.9873,0.9858,0.9786,,,
15,NormAnonDiff_S_alpha_2,ICL,-0.6660,0.0130,13,entropy,0.0342,0.0787,0.1368,*,,
15,NormAnonDiff_S_alpha_2,GCG,-0.4849,0.0931,13,entropy,0.3140,0.2615,0.4082,,,
15,NormAnonDiff_S_alpha_2,MIA,0.4121,0.1618,13,entropy,0.9988,0.7011,0.5727,,,
15,NormAnonDiff_S_alpha_2,MIA_MinK,-0.2167,0.5755,9,entropy,0.9822,0.9120,0.9586,,,
15,NormAnonDiff_S_alpha_2,MIA_Ref,0.1000,0.7980,9,entropy,0.9821,0.9885,0.9786,,,
15,NormAnonDiff_S_alpha_2,MIA_Hidden,0.2333,0.5457,9,entropy,0.9958,0.9847,0.9522,,,
15,NormAnonDiff_S_alpha_2,SPV_MIA,0.7833,0.0125,9,entropy,0.0452,0.0371,0.1346,*,*,
15,NormAnonDiff_MeanCos,Steering,0.1868,0.5411,13,entropy,0.9873,0.9858,0.9514,,,
15,NormAnonDiff_MeanCos,ICL,0.7563,0.0028,13,entropy,0.0121,0.0305,0.0538,*,*,
15,NormAnonDiff_MeanCos,GCG,0.5072,0.0769,13,entropy,0.3007,0.2615,0.3567,,,
15,NormAnonDiff_MeanCos,MIA,-0.3846,0.1944,13,entropy,0.9988,0.7011,0.6317,,,
15,NormAnonDiff_MeanCos,MIA_MinK,0.1000,0.7980,9,entropy,0.9822,0.9120,0.9786,,,
15,NormAnonDiff_MeanCos,MIA_Ref,0.1000,0.7980,9,entropy,0.9821,0.9885,0.9786,,,
15,NormAnonDiff_MeanCos,MIA_Hidden,0.0833,0.8312,9,entropy,0.9958,0.9847,0.9786,,,
15,NormAnonDiff_MeanCos,SPV_MIA,-0.8333,0.0053,9,entropy,0.0282,0.0236,0.0809,*,*,
16,Centroid_Norm,Steering,0.2607,0.3480,15,auss,0.9873,0.9577,0.8276,,,
16,Centroid_Norm,ICL,0.7393,0.0016,15,auss,0.0114,0.0069,0.0464,*,**,*
16,Centroid_Norm,GCG,0.0882,0.7546,15,auss,0.9451,0.9546,0.9786,,,
16,Centroid_Norm,MIA,-0.1929,0.4910,15,auss,0.9988,1.0000,0.9318,,,
16,Centroid_Norm,MIA_MinK,0.1364,0.6893,11,auss,0.9822,0.9762,0.9786,,,
16,Centroid_Norm,MIA_Ref,0.0545,0.8734,11,auss,0.9821,0.9434,0.9897,,,
16,Centroid_Norm,MIA_Hidden,0.0364,0.9155,11,auss,0.9958,0.9939,0.9907,,,
16,Centroid_Norm,SPV_MIA,-0.5982,0.0519,11,auss,0.0980,0.0970,0.2892,,,
16,Global_Coherence,Steering,0.2607,0.3480,15,auss,0.9873,0.9577,0.8276,,,
16,Global_Coherence,ICL,0.7393,0.0016,15,auss,0.0114,0.0069,0.0464,*,**,*
16,Global_Coherence,GCG,0.0882,0.7546,15,auss,0.9451,0.9546,0.9786,,,
16,Global_Coherence,MIA,-0.1929,0.4910,15,auss,0.9988,1.0000,0.9318,,,
16,Global_Coherence,MIA_MinK,0.1364,0.6893,11,auss,0.9822,0.9762,0.9786,,,
16,Global_Coherence,MIA_Ref,0.0545,0.8734,11,auss,0.9821,0.9434,0.9897,,,
16,Global_Coherence,MIA_Hidden,0.0364,0.9155,11,auss,0.9958,0.9939,0.9907,,,
16,Global_Coherence,SPV_MIA,-0.5982,0.0519,11,auss,0.0980,0.0970,0.2892,,,
16,Batch_SecondMoment_TopEig,Steering,0.2607,0.3480,15,auss,0.9873,0.9577,0.8276,,,
16,Batch_SecondMoment_TopEig,ICL,0.7393,0.0016,15,auss,0.0114,0.0069,0.0464,*,**,*
16,Batch_SecondMoment_TopEig,GCG,0.0882,0.7546,15,auss,0.9451,0.9546,0.9786,,,
16,Batch_SecondMoment_TopEig,MIA,-0.1929,0.4910,15,auss,0.9988,1.0000,0.9318,,,
16,Batch_SecondMoment_TopEig,MIA_MinK,0.1364,0.6893,11,auss,0.9822,0.9762,0.9786,,,
16,Batch_SecondMoment_TopEig,MIA_Ref,0.0545,0.8734,11,auss,0.9821,0.9434,0.9897,,,
16,Batch_SecondMoment_TopEig,MIA_Hidden,0.0364,0.9155,11,auss,0.9958,0.9939,0.9907,,,
16,Batch_SecondMoment_TopEig,SPV_MIA,-0.5982,0.0519,11,auss,0.0980,0.0970,0.2892,,,
16,AUSS_L2,Steering,-0.2607,0.3480,15,auss,0.9873,0.9577,0.8276,,,
16,AUSS_L2,ICL,-0.7393,0.0016,15,auss,0.0114,0.0069,0.0464,*,**,*
16,AUSS_L2,GCG,-0.0882,0.7546,15,auss,0.9451,0.9546,0.9786,,,
16,AUSS_L2,MIA,0.1929,0.4910,15,auss,0.9988,1.0000,0.9318,,,
16,AUSS_L2,MIA_MinK,-0.1364,0.6893,11,auss,0.9822,0.9762,0.9786,,,
16,AUSS_L2,MIA_Ref,-0.0545,0.8734,11,auss,0.9821,0.9434,0.9897,,,
16,AUSS_L2,MIA_Hidden,-0.0364,0.9155,11,auss,0.9958,0.9939,0.9907,,,
16,AUSS_L2,SPV_MIA,0.5982,0.0519,11,auss,0.0980,0.0970,0.2892,,,
16,AUSS_Cos2,Steering,-0.2607,0.3480,15,auss,0.9873,0.9577,0.8276,,,
16,AUSS_Cos2,ICL,-0.7393,0.0016,15,auss,0.0114,0.0069,0.0464,*,**,*
16,AUSS_Cos2,GCG,-0.0882,0.7546,15,auss,0.9451,0.9546,0.9786,,,
16,AUSS_Cos2,MIA,0.1929,0.4910,15,auss,0.9988,1.0000,0.9318,,,
16,AUSS_Cos2,MIA_MinK,-0.1364,0.6893,11,auss,0.9822,0.9762,0.9786,,,
16,AUSS_Cos2,MIA_Ref,-0.0545,0.8734,11,auss,0.9821,0.9434,0.9897,,,
16,AUSS_Cos2,MIA_Hidden,-0.0364,0.9155,11,auss,0.9958,0.9939,0.9907,,,
16,AUSS_Cos2,SPV_MIA,0.5982,0.0519,11,auss,0.0980,0.0970,0.2892,,,
16,AUSS_Jac,Steering,-0.1679,0.5499,15,auss,0.9873,0.9577,0.9522,,,
16,AUSS_Jac,ICL,-0.2354,0.3984,15,auss,0.4732,0.4190,0.8709,,,
16,AUSS_Jac,GCG,0.0745,0.7920,15,auss,0.9451,0.9546,0.9786,,,
16,AUSS_Jac,MIA,0.0357,0.8994,15,auss,0.9988,1.0000,0.9907,,,
16,AUSS_Jac,MIA_MinK,-0.2818,0.4011,11,auss,0.9822,0.9762,0.8709,,,
16,AUSS_Jac,MIA_Ref,0.2364,0.4841,11,auss,0.9785,0.9390,0.9318,,,
16,AUSS_Jac,MIA_Hidden,0.3273,0.3259,11,auss,0.9958,0.9939,0.8163,,,
16,AUSS_Jac,SPV_MIA,-0.0639,0.8519,11,auss,0.8683,0.8819,0.9897,,,
16,Batch_Cov_Trace,Steering,-0.2607,0.3480,15,auss,0.9873,0.9577,0.8276,,,
16,Batch_Cov_Trace,ICL,-0.7393,0.0016,15,auss,0.0114,0.0069,0.0464,*,**,*
16,Batch_Cov_Trace,GCG,-0.0882,0.7546,15,auss,0.9451,0.9546,0.9786,,,
16,Batch_Cov_Trace,MIA,0.1929,0.4910,15,auss,0.9988,1.0000,0.9318,,,
16,Batch_Cov_Trace,MIA_MinK,-0.1364,0.6893,11,auss,0.9822,0.9762,0.9786,,,
16,Batch_Cov_Trace,MIA_Ref,-0.0545,0.8734,11,auss,0.9821,0.9434,0.9897,,,
16,Batch_Cov_Trace,MIA_Hidden,-0.0364,0.9155,11,auss,0.9958,0.9939,0.9907,,,
16,Batch_Cov_Trace,SPV_MIA,0.5982,0.0519,11,auss,0.0980,0.0970,0.2892,,,
16,Batch_Cov_TopEig,Steering,-0.1357,0.6296,15,auss,0.9873,0.9577,0.9786,,,
16,Batch_Cov_TopEig,ICL,-0.6289,0.0120,15,auss,0.0332,0.0207,0.1346,*,*,
16,Batch_Cov_TopEig,GCG,-0.0803,0.7759,15,auss,0.9451,0.9546,0.9786,,,
16,Batch_Cov_TopEig,MIA,-0.1250,0.6571,15,auss,0.9988,1.0000,0.9786,,,
16,Batch_Cov_TopEig,MIA_MinK,-0.0727,0.8317,11,auss,0.9822,0.9762,0.9786,,,
16,Batch_Cov_TopEig,MIA_Ref,-0.4636,0.1509,11,auss,0.9785,0.9390,0.5434,,,
16,Batch_Cov_TopEig,MIA_Hidden,-0.3909,0.2345,11,auss,0.9958,0.9939,0.7036,,,
16,Batch_Cov_TopEig,SPV_MIA,0.4475,0.1676,11,auss,0.2322,0.2020,0.5807,,,
16,Reg_S_alpha_2,Steering,0.2967,0.3249,13,entropy,0.9873,0.9858,0.8163,,,
16,Reg_S_alpha_2,ICL,-0.1016,0.7412,13,entropy,0.7643,0.7749,0.9786,,,
16,Reg_S_alpha_2,GCG,0.1244,0.6855,13,entropy,0.9451,0.8674,0.9786,,,
16,Reg_S_alpha_2,MIA,0.2033,0.5053,13,entropy,0.9988,0.7495,0.9373,,,
16,Reg_S_alpha_2,MIA_MinK,-0.1000,0.7980,9,entropy,0.9822,0.9120,0.9786,,,
16,Reg_S_alpha_2,MIA_Ref,0.2333,0.5457,9,entropy,0.9785,0.9885,0.9522,,,
16,Reg_S_alpha_2,MIA_Hidden,0.3167,0.4064,9,entropy,0.9958,0.9847,0.8709,,,
16,Reg_S_alpha_2,SPV_MIA,-0.1667,0.6682,9,entropy,0.7201,0.7171,0.9786,,,
16,Reg_MeanCos,Steering,-0.0659,0.8305,13,entropy,0.9873,0.9858,0.9786,,,
16,Reg_MeanCos,ICL,0.2935,0.3305,13,entropy,0.4086,0.4830,0.8176,,,
16,Reg_MeanCos,GCG,0.2456,0.4186,13,entropy,0.8468,0.7674,0.8814,,,
16,Reg_MeanCos,MIA,-0.3187,0.2886,13,entropy,0.9988,0.7011,0.7774,,,
16,Reg_MeanCos,MIA_MinK,0.2667,0.4879,9,entropy,0.9822,0.9120,0.9318,,,
16,Reg_MeanCos,MIA_Ref,-0.4167,0.2646,9,entropy,0.9785,0.9794,0.7422,,,
16,Reg_MeanCos,MIA_Hidden,-0.4500,0.2242,9,entropy,0.9958,0.7047,0.6833,,,
16,Reg_MeanCos,SPV_MIA,-0.2500,0.5165,9,entropy,0.6124,0.6619,0.9373,,,
16,Reg_MeanL2,Steering,-0.2253,0.4593,13,entropy,0.9873,0.9858,0.9136,,,
16,Reg_MeanL2,ICL,0.2455,0.4188,13,entropy,0.4903,0.5528,0.8815,,,
16,Reg_MeanL2,GCG,-0.0064,0.9835,13,entropy,0.9986,0.9948,0.9974,,,
16,Reg_MeanL2,MIA,-0.0769,0.8028,13,entropy,0.9988,0.9252,0.9786,,,
16,Reg_MeanL2,MIA_MinK,0.7000,0.0358,9,entropy,0.6582,0.4876,0.2392,,,
16,Reg_MeanL2,MIA_Ref,0.3667,0.3317,9,entropy,0.9785,0.9794,0.8176,,,
16,Reg_MeanL2,MIA_Hidden,-0.6167,0.0769,9,entropy,0.6972,0.4131,0.3567,,,
16,Reg_MeanL2,SPV_MIA,0.2833,0.4600,9,entropy,0.5623,0.6260,0.9136,,,
16,AnonDiff_S_alpha_2,Steering,-0.0385,0.9007,13,entropy,0.9873,0.9858,0.9907,,,
16,AnonDiff_S_alpha_2,ICL,-0.5220,0.0672,13,entropy,0.1117,0.1644,0.3406,,,
16,AnonDiff_S_alpha_2,GCG,-0.4849,0.0931,13,entropy,0.3140,0.2615,0.4082,,,
16,AnonDiff_S_alpha_2,MIA,0.1923,0.5291,13,entropy,0.9988,0.7717,0.9473,,,
16,AnonDiff_S_alpha_2,MIA_MinK,-0.3833,0.3085,9,entropy,0.9822,0.9120,0.8031,,,
16,AnonDiff_S_alpha_2,MIA_Ref,0.0667,0.8647,9,entropy,0.9821,1.0000,0.9897,,,
16,AnonDiff_S_alpha_2,MIA_Hidden,0.2167,0.5755,9,entropy,0.9958,0.9847,0.9586,,,
16,AnonDiff_S_alpha_2,SPV_MIA,0.7167,0.0298,9,entropy,0.0736,0.0610,0.2128,,,
16,AnonDiff_MeanCos,Steering,0.1758,0.5656,13,entropy,0.9873,0.9858,0.9586,,,
16,AnonDiff_MeanCos,ICL,0.7563,0.0028,13,entropy,0.0121,0.0305,0.0538,*,*,
16,AnonDiff_MeanCos,GCG,0.5072,0.0769,13,entropy,0.3007,0.2615,0.3567,,,
16,AnonDiff_MeanCos,MIA,-0.4286,0.1440,13,entropy,0.9988,0.7011,0.5305,,,
16,AnonDiff_MeanCos,MIA_MinK,0.1167,0.7650,9,entropy,0.9822,0.9120,0.9786,,,
16,AnonDiff_MeanCos,MIA_Ref,0.0000,1.0000,9,entropy,1.0000,1.0000,1.0000,,,
16,AnonDiff_MeanCos,MIA_Hidden,0.0167,0.9661,9,entropy,0.9958,0.9847,0.9916,,,
16,AnonDiff_MeanCos,SPV_MIA,-0.8833,0.0016,9,entropy,0.0137,0.0120,0.0464,*,*,*
16,AnonDiff_MeanL2,Steering,-0.0549,0.8585,13,entropy,0.9873,0.9858,0.9897,,,
16,AnonDiff_MeanL2,ICL,0.2878,0.3403,13,entropy,0.4130,0.4830,0.8195,,,
16,AnonDiff_MeanL2,GCG,0.1308,0.6702,13,entropy,0.9451,0.8674,0.9786,,,
16,AnonDiff_MeanL2,MIA,-0.4341,0.1383,13,entropy,0.9988,0.7011,0.5195,,,
16,AnonDiff_MeanL2,MIA_MinK,0.3167,0.4064,9,entropy,0.9822,0.9120,0.8709,,,
16,AnonDiff_MeanL2,MIA_Ref,-0.2833,0.4600,9,entropy,0.9785,0.9794,0.9136,,,
16,AnonDiff_MeanL2,MIA_Hidden,-0.7167,0.0298,9,entropy,0.5979,0.3680,0.2128,,,
16,AnonDiff_MeanL2,SPV_MIA,-0.1667,0.6682,9,entropy,0.7201,0.7171,0.9786,,,
16,NormAnonDiff_S_alpha_2,Steering,-0.0824,0.7890,13,entropy,0.9873,0.9858,0.9786,,,
16,NormAnonDiff_S_alpha_2,ICL,-0.6744,0.0115,13,entropy,0.0327,0.0787,0.1325,*,,
16,NormAnonDiff_S_alpha_2,GCG,-0.4849,0.0931,13,entropy,0.3140,0.2615,0.4082,,,
16,NormAnonDiff_S_alpha_2,MIA,0.3956,0.1809,13,entropy,0.9988,0.7011,0.6021,,,
16,NormAnonDiff_S_alpha_2,MIA_MinK,-0.2167,0.5755,9,entropy,0.9822,0.9120,0.9586,,,
16,NormAnonDiff_S_alpha_2,MIA_Ref,0.1000,0.7980,9,entropy,0.9821,0.9885,0.9786,,,
16,NormAnonDiff_S_alpha_2,MIA_Hidden,0.2333,0.5457,9,entropy,0.9958,0.9847,0.9522,,,
16,NormAnonDiff_S_alpha_2,SPV_MIA,0.7833,0.0125,9,entropy,0.0452,0.0371,0.1346,*,*,
16,NormAnonDiff_MeanCos,Steering,0.1758,0.5656,13,entropy,0.9873,0.9858,0.9586,,,
16,NormAnonDiff_MeanCos,ICL,0.7563,0.0028,13,entropy,0.0121,0.0305,0.0538,*,*,
16,NormAnonDiff_MeanCos,GCG,0.5072,0.0769,13,entropy,0.3007,0.2615,0.3567,,,
16,NormAnonDiff_MeanCos,MIA,-0.4286,0.1440,13,entropy,0.9988,0.7011,0.5305,,,
16,NormAnonDiff_MeanCos,MIA_MinK,0.1167,0.7650,9,entropy,0.9822,0.9120,0.9786,,,
16,NormAnonDiff_MeanCos,MIA_Ref,0.0000,1.0000,9,entropy,1.0000,1.0000,1.0000,,,
16,NormAnonDiff_MeanCos,MIA_Hidden,0.0167,0.9661,9,entropy,0.9958,0.9847,0.9916,,,
16,NormAnonDiff_MeanCos,SPV_MIA,-0.8833,0.0016,9,entropy,0.0137,0.0120,0.0464,*,*,*
17,Centroid_Norm,Steering,0.2321,0.4051,15,auss,0.9873,0.9577,0.8709,,,
17,Centroid_Norm,ICL,0.7172,0.0026,15,auss,0.0121,0.0073,0.0531,*,**,
17,Centroid_Norm,GCG,0.0882,0.7546,15,auss,0.9451,0.9546,0.9786,,,
17,Centroid_Norm,MIA,-0.0786,0.7808,15,auss,0.9988,1.0000,0.9786,,,
17,Centroid_Norm,MIA_MinK,0.1364,0.6893,11,auss,0.9822,0.9762,0.9786,,,
17,Centroid_Norm,MIA_Ref,0.0545,0.8734,11,auss,0.9821,0.9434,0.9897,,,
17,Centroid_Norm,MIA_Hidden,0.0364,0.9155,11,auss,0.9958,0.9939,0.9907,,,
17,Centroid_Norm,SPV_MIA,-0.5982,0.0519,11,auss,0.0980,0.0970,0.2892,,,
17,Global_Coherence,Steering,0.2321,0.4051,15,auss,0.9873,0.9577,0.8709,,,
17,Global_Coherence,ICL,0.7172,0.0026,15,auss,0.0121,0.0073,0.0531,*,**,
17,Global_Coherence,GCG,0.0882,0.7546,15,auss,0.9451,0.9546,0.9786,,,
17,Global_Coherence,MIA,-0.0786,0.7808,15,auss,0.9988,1.0000,0.9786,,,
17,Global_Coherence,MIA_MinK,0.1364,0.6893,11,auss,0.9822,0.9762,0.9786,,,
17,Global_Coherence,MIA_Ref,0.0545,0.8734,11,auss,0.9821,0.9434,0.9897,,,
17,Global_Coherence,MIA_Hidden,0.0364,0.9155,11,auss,0.9958,0.9939,0.9907,,,
17,Global_Coherence,SPV_MIA,-0.5982,0.0519,11,auss,0.0980,0.0970,0.2892,,,
17,Batch_SecondMoment_TopEig,Steering,0.2679,0.3344,15,auss,0.9873,0.9577,0.8176,,,
17,Batch_SecondMoment_TopEig,ICL,0.7172,0.0026,15,auss,0.0121,0.0073,0.0531,*,**,
17,Batch_SecondMoment_TopEig,GCG,0.1117,0.6919,15,auss,0.9451,0.9546,0.9786,,,
17,Batch_SecondMoment_TopEig,MIA,-0.1071,0.7039,15,auss,0.9988,1.0000,0.9786,,,
17,Batch_SecondMoment_TopEig,MIA_MinK,0.1364,0.6893,11,auss,0.9822,0.9762,0.9786,,,
17,Batch_SecondMoment_TopEig,MIA_Ref,0.0545,0.8734,11,auss,0.9821,0.9434,0.9897,,,
17,Batch_SecondMoment_TopEig,MIA_Hidden,0.0364,0.9155,11,auss,0.9958,0.9939,0.9907,,,
17,Batch_SecondMoment_TopEig,SPV_MIA,-0.5982,0.0519,11,auss,0.0980,0.0970,0.2892,,,
17,AUSS_L2,Steering,-0.2321,0.4051,15,auss,0.9873,0.9577,0.8709,,,
17,AUSS_L2,ICL,-0.7172,0.0026,15,auss,0.0121,0.0073,0.0531,*,**,
17,AUSS_L2,GCG,-0.0882,0.7546,15,auss,0.9451,0.9546,0.9786,,,
17,AUSS_L2,MIA,0.0786,0.7808,15,auss,0.9988,1.0000,0.9786,,,
17,AUSS_L2,MIA_MinK,-0.1364,0.6893,11,auss,0.9822,0.9762,0.9786,,,
17,AUSS_L2,MIA_Ref,-0.0545,0.8734,11,auss,0.9821,0.9434,0.9897,,,
17,AUSS_L2,MIA_Hidden,-0.0364,0.9155,11,auss,0.9958,0.9939,0.9907,,,
17,AUSS_L2,SPV_MIA,0.5982,0.0519,11,auss,0.0980,0.0970,0.2892,,,
17,AUSS_Cos2,Steering,-0.2821,0.3083,15,auss,0.9873,0.9577,0.8031,,,
17,AUSS_Cos2,ICL,-0.7283,0.0021,15,auss,0.0114,0.0069,0.0491,*,**,*
17,AUSS_Cos2,GCG,-0.1117,0.6919,15,auss,0.9451,0.9546,0.9786,,,
17,AUSS_Cos2,MIA,0.1643,0.5585,15,auss,0.9988,1.0000,0.9543,,,
17,AUSS_Cos2,MIA_MinK,-0.1364,0.6893,11,auss,0.9822,0.9762,0.9786,,,
17,AUSS_Cos2,MIA_Ref,-0.0545,0.8734,11,auss,0.9821,0.9434,0.9897,,,
17,AUSS_Cos2,MIA_Hidden,-0.0364,0.9155,11,auss,0.9958,0.9939,0.9907,,,
17,AUSS_Cos2,SPV_MIA,0.5982,0.0519,11,auss,0.0980,0.0970,0.2892,,,
17,AUSS_Jac,Steering,-0.1821,0.5159,15,auss,0.9873,0.9577,0.9373,,,
17,AUSS_Jac,ICL,-0.2170,0.4372,15,auss,0.5096,0.4562,0.8935,,,
17,AUSS_Jac,GCG,0.0803,0.7759,15,auss,0.9451,0.9546,0.9786,,,
17,AUSS_Jac,MIA,-0.0036,0.9899,15,auss,1.0000,1.0000,1.0000,,,
17,AUSS_Jac,MIA_MinK,-0.3000,0.3701,11,auss,0.9822,0.9762,0.8482,,,
17,AUSS_Jac,MIA_Ref,0.1091,0.7495,11,auss,0.9821,0.9434,0.9786,,,
17,AUSS_Jac,MIA_Hidden,0.2364,0.4841,11,auss,0.9958,0.9939,0.9318,,,
17,AUSS_Jac,SPV_MIA,-0.0548,0.8729,11,auss,0.8863,0.9001,0.9897,,,
17,Batch_Cov_Trace,Steering,-0.2321,0.4051,15,auss,0.9873,0.9577,0.8709,,,
17,Batch_Cov_Trace,ICL,-0.7172,0.0026,15,auss,0.0121,0.0073,0.0531,*,**,
17,Batch_Cov_Trace,GCG,-0.0882,0.7546,15,auss,0.9451,0.9546,0.9786,,,
17,Batch_Cov_Trace,MIA,0.0786,0.7808,15,auss,0.9988,1.0000,0.9786,,,
17,Batch_Cov_Trace,MIA_MinK,-0.1364,0.6893,11,auss,0.9822,0.9762,0.9786,,,
17,Batch_Cov_Trace,MIA_Ref,-0.0545,0.8734,11,auss,0.9821,0.9434,0.9897,,,
